Date,Weekday,Time,Office Hours,Brief Description,Place of Incident,Office,Site of Incident,Business Impact,Division,BU / Account affected,Line Manager,Operational Security Manager,Resolve (Hrs),Resolve (Days)
14/04/2015,FALSE,10:10,TRUE,Lost Laptop,Office 8,TRUE,MAN34,Minor,MIS,UK Border Agency,Deidra Mayes  ,Mary Clowers  ,103,4.29
01/02/2014,TRUE,05:38,FALSE,Broken Window,Office 17,TRUE,MAN34,Minor,HMRC,G4S Plc,Felicidad Vose  ,Quinton Claudio  ,70,2.92
25/12/2013,FALSE,16:17,TRUE,Lost RHD,Area 5,FALSE,SOL20,None,Unknown,Ministry of Defence - MoD,Adele Flower  ,Mary Clowers  ,119,4.96
30/04/2013,FALSE,07:45,TRUE,Suspicious Character,Area 10,FALSE,TEL15,Minor,Public Sector,Virgin Money,Candra Snowball  ,Douglass Dill  ,112,4.67
06/08/2013,FALSE,04:48,FALSE,Brief Descriptions,Office 2,TRUE,WAR03,Major,Private Sector,Highland Council,Vivan Truelove  ,Jamal Lacross  ,41,1.71
26/02/2012,TRUE,12:04,FALSE,Stolen Desktop,Office 14,TRUE,BRA07,None,Public Sector,Bridgestone UK,Jacob Carillo  ,Mitch Landa  ,103,4.29
03/05/2014,TRUE,10:36,FALSE,Brief Descriptions,Area 14,FALSE,BRA07,Minor,N&T,Cabinet Office,Irma Zamorano  ,Raymon Currie  ,86,3.58
30/08/2015,TRUE,00:57,FALSE,Lost Desktop,Unknown,FALSE,BSN02,None,Public Sector,UK Border Agency,Vivan Truelove  ,Pasquale Sonntag  ,222,9.25
30/10/2015,FALSE,03:15,FALSE,Stolen Peripheral,Area 10,FALSE,SOL10,None,HR,Cabinet Office,Elenore Pentz  ,Silas Wand  ,77,3.21
04/05/2014,TRUE,06:02,FALSE,Stolen RHD,Area 5,FALSE,WAR08,Minor,Public Sector,PZ Cussons,Rodney Bastin  ,Rueben Bosarge  ,24,1
03/02/2014,FALSE,10:40,TRUE,Stolen USB drive,Area 2,FALSE,SOL20,None,HR,Cambridgeshire County Council,Araceli Urena  ,Mitch Landa  ,114,4.75
06/07/2015,FALSE,08:10,TRUE,Stolen Desktop,Area 4,FALSE,BSN02,Significant,HR,HPC Wales,Will Stahly  ,Quinton Claudio  ,0,0
18/11/2010,FALSE,22:29,FALSE,Staff with no pass,Office 12,TRUE,MAN33,Minor,HMRC,Heathrow Airport Limited,Kiera Lickteig  ,Bob Luthy  ,95,3.96
21/05/2013,FALSE,08:09,TRUE,Stolen USB drive,Office 16,TRUE,SOL10,None,Private Sector,NI Library Authority,Danyelle Golub  ,Silas Wand  ,93,3.88
31/08/2015,FALSE,10:45,TRUE,Stolen Desktop,Area 5,FALSE,BSN02,Significant,ROI,NI Water,Adele Flower  ,Sterling Raske  ,113,4.71
16/01/2015,FALSE,16:01,TRUE,Unauthorised Access,Office 15,TRUE,CRE02,Minor,Business Operations,Heathrow Airport Limited,Will Stahly  ,Douglass Dill  ,139,5.79
08/05/2013,FALSE,09:51,TRUE,Stolen Laptop,Office 8,TRUE,BSN02,Minor,ROI,Ministry of Defence - MoD,Tanner Pecor  ,Octavio Angert  ,75,3.13
05/06/2015,FALSE,19:45,FALSE,Unsecured Cabinet,Area 18,FALSE,MAN35,Major,Public Sector,Heathrow Airport Limited,Stanley Bosch  ,Quinton Claudio  ,126,5.25
23/08/2013,FALSE,08:33,TRUE,Stolen Laptop,Office 13,TRUE,MAN33,Significant,Private Sector,UK Border Agency,Shila Bentler  ,Mary Clowers  ,64,2.67
10/12/2014,FALSE,02:42,FALSE,Brief Descriptions,Office 3,TRUE,EDI06,None,Private Sector,G4S Plc,Chae Sather  ,Octavio Angert  ,27,1.13
10/04/2015,FALSE,08:55,TRUE,Staff with no pass,Area 11,FALSE,STE10,None,ROI,Balfour Beatty Group Ltd.,Edmund Dedrick  ,Silas Wand  ,35,1.46
03/02/2014,FALSE,09:31,TRUE,Lost USB drive,Office 19,TRUE,WAR03,Major,Other (specify),McDonalds Restaurants Ltd.,Juan Bernett  ,Mary Clowers  ,35,1.46
11/06/2012,FALSE,20:06,FALSE,Stolen Laptop,Office 11,TRUE,BRA07,None,HR,Police Service of Northern Ireland,Alva Cha  ,Raymon Currie  ,37,1.54
24/09/2012,FALSE,20:40,FALSE,Stolen USB drive,Office 16,TRUE,MAN34,Minor,BAS,Environment Agency,Darline Goodwill  ,Foster Wax  ,2,0.08
10/05/2015,TRUE,00:06,FALSE,Stolen Peripheral,Office 15,TRUE,SOL10,None,Marketing,High Speed 2 Ltd.,China Thurlow  ,Mary Clowers  ,114,4.75
12/10/2013,TRUE,17:33,FALSE,Staff with no pass,Area 5,FALSE,WAR03,Minor,MIS,NI Library Authority,Santina Mayr  ,Sterling Raske  ,62,2.58
10/05/2011,FALSE,21:43,FALSE,Stolen Laptop,Area 5,FALSE,SOL20,None,Unknown,Virgin Money,Alva Cha  ,Mary Clowers  ,80,3.33
16/09/2017,TRUE,14:37,FALSE,Tailgating,Area 4,FALSE,MAN33,Significant,Other (specify),Primark,Gregory Bieber  ,Octavio Angert  ,60,2.5
04/01/2014,TRUE,06:27,FALSE,Tailgating,Area 2,FALSE,Unknown,None,TPG,Alliance Boots plc,Ethan Singer  ,Pasquale Sonntag  ,313,13.04
13/04/2013,TRUE,12:21,FALSE,Suspicious Character,Office 20,TRUE,STE10,Major,MIS,Highland Council,Cecil Royse  ,Jamal Lacross  ,38,1.58
25/08/2013,TRUE,10:07,FALSE,Lost Peripheral,Office 18,TRUE,MAN33,Major,Private Sector,HPC Wales,Efrain Hauk  ,Sterling Raske  ,36,1.5
23/12/2012,TRUE,22:08,FALSE,Stolen Peripheral,Office 13,TRUE,STE04,Major,Public Sector,Post Office Ltd,Van Vautour  ,Douglass Dill  ,12,0.5
10/10/2012,FALSE,16:41,TRUE,Stolen Laptop,Office 5,TRUE,STE10,Major,"Commercial, Legal",HSBC,Vivan Truelove  ,Jamal Lacross  ,141,5.88
09/04/2014,FALSE,04:30,FALSE,Suspicious Character,Area 3,FALSE,SOL10,Minor,HMRC,G4S Plc,Jacqueline Schoepp  ,Sterling Raske  ,22,0.92
16/05/2015,TRUE,01:45,FALSE,Stolen RHD,Office 10,TRUE,EDI06,Significant,Marketing,Balfour Beatty Group Ltd.,Chantel Lemaire  ,Raymon Currie  ,168,7
27/07/2016,FALSE,09:26,TRUE,Lost Peripheral,Office 8,TRUE,STE04,Significant,Public Sector,British American Tobacco Plc,Danyelle Golub  ,Jamal Lacross  ,105,4.38
22/03/2015,TRUE,23:44,FALSE,Stolen Peripheral,Area 1,FALSE,BSN01,Minor,TPG,NI Education & Library Boards,Cecille Haubert  ,Raul Holmquist  ,188,7.83
10/05/2015,TRUE,15:04,FALSE,Suspicious Character,Office 10,TRUE,MAN34,None,"Commercial, Legal",Police Service of Northern Ireland,Lucio Siniard  ,Dewayne Robichaux  ,19,0.79
16/04/2015,FALSE,15:24,TRUE,Lost Desktop,Office 20,TRUE,WAR08,Minor,Other (specify),UK Border Agency,Jacqueline Schoepp  ,Van Fessenden  ,69,2.88
10/02/2013,TRUE,16:31,FALSE,Unauthorised Access,Area 2,FALSE,MAN33,None,Business Operations,Environment Agency,Gregory Bieber  ,Rueben Bosarge  ,94,3.92
22/01/2016,FALSE,02:58,FALSE,Unsecured PM Document,Area 7,FALSE,MAN34,Major,Public Sector,Reading Borough Council,Jacob Carillo  ,Jamal Lacross  ,175,7.29
17/02/2016,FALSE,00:16,FALSE,Stolen Laptop,Office 19,TRUE,WAK01,Minor,N&T,UK Border Agency,Edmund Dedrick  ,Leonardo Mcclane  ,49,2.04
14/04/2015,FALSE,05:08,FALSE,Lost USB drive,Area 4,FALSE,STE04,Minor,MIS,NI Library Authority,Vance Mcmanis  ,Silas Wand  ,39,1.63
10/01/2014,FALSE,02:36,FALSE,Stolen Desktop,Office 14,TRUE,WAK01,Minor,MIS,Dublin City Council,Abel Liss  ,Mitch Landa  ,142,5.92
18/06/2015,FALSE,10:14,TRUE,Suspicious Character,Area 12,FALSE,MAN35,Significant,Finance & Strategy,Whitbread Group Plc,Efrain Hauk  ,Bob Luthy  ,47,1.96
24/01/2016,TRUE,06:13,FALSE,Stolen Desktop,Office 17,TRUE,MAN33,None,MIS,HPC Wales,Ethan Singer  ,Jamal Lacross  ,119,4.96
24/02/2014,FALSE,01:52,FALSE,Lost Laptop,Office 7,TRUE,EDI06,Major,ROI,Virgin Money,Candra Snowball  ,Foster Wax  ,120,5
23/02/2015,FALSE,21:44,FALSE,Lost USB drive,Area 8,FALSE,EDI06,None,N&T,Home Group Limited,Wallace Truett  ,Dewayne Robichaux  ,76,3.17
24/08/2014,TRUE,21:34,FALSE,Stolen Peripheral,Office 19,TRUE,SOL10,Significant,"Commercial, Legal",Home Group Limited,Jacqueline Schoepp  ,Silas Wand  ,63,2.63
08/01/2015,FALSE,04:48,FALSE,Unauthorised Access,Area 11,FALSE,EDI06,None,Marketing,MOD - DFTS,Len Clyburn  ,Bob Luthy  ,129,5.38
19/03/2014,FALSE,00:29,FALSE,Lost USB drive,Reception,FALSE,MAN33,Minor,Private Sector,HPC Wales,Candra Snowball  ,Sterling Raske  ,181,7.54
15/03/2015,TRUE,12:01,FALSE,Stolen Laptop,Office 13,TRUE,SOL20,Significant,N&T,PZ Cussons,China Thurlow  ,Pasquale Sonntag  ,179,7.46
16/11/2015,FALSE,03:30,FALSE,Stolen USB drive,Area 12,FALSE,MAN33,Minor,HMRC,UK Border Agency,Harry Hoke  ,Rueben Bosarge  ,125,5.21
15/06/2015,FALSE,02:36,FALSE,Lost USB drive,Office 17,TRUE,SOL20,Minor,Unknown,UK Border Agency,Nick Carter  ,Mary Clowers  ,63,2.63
24/11/2015,FALSE,03:48,FALSE,Lost Laptop,Area 6,FALSE,MAN34,Major,N&T,G4S Plc,China Thurlow  ,Pablo Gowers  ,139,5.79
19/08/2016,FALSE,20:53,FALSE,Stolen Peripheral,Office 16,TRUE,Unknown,None,HMRC,G4S Plc,Edmund Dedrick  ,Douglass Dill  ,35,1.46
23/07/2014,FALSE,17:08,TRUE,Stolen Desktop,Office 8,TRUE,CRE02,Minor,Finance & Strategy,High Speed 2 Ltd.,Voncile Mountain  ,Raymon Currie  ,27,1.13
08/09/2014,FALSE,00:26,FALSE,Stolen Desktop,Office 18,TRUE,BSN02,Significant,Private Sector,Alliance Boots plc,Stanley Bosch  ,Raul Holmquist  ,330,13.75
29/06/2013,TRUE,20:44,FALSE,Staff with no pass,Area 8,FALSE,BSN01,Significant,Business Operations,Balfour Beatty Group Ltd.,Ursula Bradberry  ,Quinton Claudio  ,108,4.5
19/03/2014,FALSE,01:09,FALSE,Lost Peripheral,Office 16,TRUE,BRA07,None,N&T,Mercedes-Benz Uk Ltd.,Araceli Urena  ,Pablo Gowers  ,101,4.21
31/03/2014,FALSE,07:58,TRUE,Stolen Laptop,Office 5,TRUE,BRA01,None,ROI,Mercedes-Benz Uk Ltd.,Marlin Southwood  ,Quinton Claudio  ,48,2
01/09/2016,FALSE,11:14,TRUE,Stolen Laptop,Office 18,TRUE,SOL10,Significant,HMRC,HM Treasury,Araceli Urena  ,Leonardo Mcclane  ,153,6.38
27/09/2014,TRUE,09:49,FALSE,Lost Laptop,Unknown,FALSE,WAR03,Significant,Marketing,Environment Agency,Tanner Pecor  ,Mitch Landa  ,15,0.63
01/01/2016,FALSE,20:27,FALSE,Lost Desktop,Area 8,FALSE,WAR03,Significant,Private Sector,Police Service of Northern Ireland,Gregory Bieber  ,Douglass Dill  ,35,1.46
29/03/2015,TRUE,18:22,FALSE,Unauthorised Access,Office 8,TRUE,EDI06,Major,Public Sector,Cabinet Office,Irma Zamorano  ,Foster Wax  ,69,2.88
24/05/2012,FALSE,11:32,TRUE,Lost USB drive,Area 6,FALSE,BRA01,None,HMRC,Whitbread Group Plc,Voncile Mountain  ,Bob Luthy  ,15,0.63
30/05/2013,FALSE,12:11,TRUE,Lost Desktop,Area 2,FALSE,MAN33,Minor,BAS,Cabinet Office,Chae Sather  ,Bob Luthy  ,81,3.38
01/03/2016,FALSE,04:59,FALSE,Suspicious Character,Office 9,TRUE,SOL20,Minor,Business Operations,HM Treasury,Van Vautour  ,Rueben Bosarge  ,62,2.58
17/03/2016,FALSE,16:36,TRUE,Lost Peripheral,Area 11,FALSE,SOL10,None,Finance & Strategy,Mercedes-Benz Uk Ltd.,Juan Bernett  ,Dewayne Robichaux  ,115,4.79
21/09/2013,TRUE,05:38,FALSE,Lost USB drive,Office 19,TRUE,BSN02,Significant,DNS,UK Border Agency,Bret Orosz  ,Raul Holmquist  ,28,1.17
01/10/2015,FALSE,07:53,TRUE,Lost RHD,Office 13,TRUE,WAK01,Major,BAS,Virgin Money,Cecille Haubert  ,Pablo Gowers  ,7,0.29
09/12/2013,FALSE,20:28,FALSE,Brief Descriptions,Office 2,TRUE,SOL10,Significant,HMRC,NI Education & Library Boards,Gregory Bieber  ,Leonardo Mcclane  ,8,0.33
19/03/2014,FALSE,18:16,TRUE,Stolen USB drive,Office 11,TRUE,STE04,Minor,HMRC,MOD - DFTS,Kiera Lickteig  ,Damion Hope  ,242,10.08
20/11/2014,FALSE,02:58,FALSE,Lost RHD,Office 5,TRUE,MAN35,None,Private Sector,Heathrow Airport Limited,Elenore Pentz  ,Rueben Bosarge  ,32,1.33
30/08/2017,FALSE,23:16,FALSE,Stolen Laptop,Office 11,TRUE,SOL10,Major,Public Sector,Specsavers,Arlena Pierpont  ,Quinton Claudio  ,145,6.04
18/02/2013,FALSE,07:40,TRUE,Unsecured PM Document,Office 10,TRUE,SOL20,None,TPG,Dublin City Council,Jacqueline Schoepp  ,Pablo Gowers  ,117,4.88
06/03/2015,FALSE,12:25,TRUE,Stolen Peripheral,Area 19,FALSE,MAN34,None,Business Operations,Police Service of Northern Ireland,Wesley Kitt  ,Raul Holmquist  ,133,5.54
25/06/2013,FALSE,21:08,FALSE,Lost USB drive,Office 8,TRUE,WAR08,None,Business Operations,Home Group Limited,Ursula Bradberry  ,Jamal Lacross  ,192,8
28/04/2015,FALSE,10:25,TRUE,Lost Desktop,Area 7,FALSE,MAN35,None,Private Sector,HPC Wales,Marisa Anchondo  ,Quinton Claudio  ,30,1.25
06/05/2014,FALSE,19:47,FALSE,Brief Descriptions,Area 8,FALSE,MAN35,None,HR,British American Tobacco Plc,China Thurlow  ,Sterling Raske  ,102,4.25
20/10/2014,FALSE,00:22,FALSE,Suspicious Character,Area 14,FALSE,EDI06,Minor,HMRC,Southeastern,Vance Mcmanis  ,Dewayne Robichaux  ,114,4.75
16/03/2014,TRUE,08:50,FALSE,Staff with no pass,Office 20,TRUE,BRA01,Significant,Unknown,British American Tobacco Plc,Rodney Bastin  ,Mitch Landa  ,93,3.88
23/10/2014,FALSE,01:49,FALSE,Unsecured PM Document,Area 7,FALSE,BSN02,Minor,Public Sector,Office for National Statistics,Yasuko Manigault  ,Mitch Landa  ,148,6.17
08/09/2011,FALSE,20:13,FALSE,Stolen Peripheral,Office 6,TRUE,STE04,Significant,Unknown,Whitbread Group Plc,Migdalia Schmitt  ,Foster Wax  ,300,12.5
04/09/2014,FALSE,19:14,FALSE,Stolen Desktop,Office 6,TRUE,TEL15,Significant,DNS,Home Group Limited,Chantel Lemaire  ,Bob Luthy  ,169,7.04
24/07/2013,FALSE,00:19,FALSE,Stolen Laptop,Office 7,TRUE,MAN33,None,ROI,Cambridgeshire County Council,Neta Veres  ,Lyle Griswold  ,168,7
28/11/2013,FALSE,22:59,FALSE,Unsecured PM Document,Office 7,TRUE,BSN01,None,Business Operations,Scottish Water,Len Clyburn  ,Bob Luthy  ,76,3.17
16/01/2014,FALSE,04:21,FALSE,Unsecured Cabinet,Area 17,FALSE,WAK01,Significant,DNS,Balfour Beatty Group Ltd.,Neta Veres  ,Van Fessenden  ,50,2.08
23/06/2015,FALSE,21:46,FALSE,Lost Peripheral,Area 4,FALSE,WAK01,Major,Finance & Strategy,Environment Agency,Jonathan Wray  ,Damion Hope  ,13,0.54
07/12/2014,TRUE,06:22,FALSE,Stolen Peripheral,Office 14,TRUE,EDI06,Minor,HMRC,UK Border Agency,Tim Pinckard  ,Sterling Raske  ,81,3.38
06/06/2016,FALSE,22:13,FALSE,Lost Desktop,Office 1,TRUE,MAN34,Significant,HMRC,MOD - DFTS,Gregory Bieber  ,Bob Luthy  ,97,4.04
07/08/2016,TRUE,15:54,FALSE,Lost Laptop,Area 12,FALSE,WAK01,None,Private Sector,Ministry of Defence - MoD,Chantel Lemaire  ,Pasquale Sonntag  ,81,3.38
07/08/2012,FALSE,07:48,TRUE,Stolen RHD,Office 13,TRUE,WAR03,None,Public Sector,Cambridgeshire County Council,Cecil Royse  ,Dewayne Robichaux  ,44,1.83
10/02/2016,FALSE,14:57,TRUE,Stolen Desktop,Area 4,FALSE,STE10,Significant,Business Operations,Halfords Ltd.,Deidra Mayes  ,Quinton Claudio  ,161,6.71
21/12/2012,FALSE,16:22,TRUE,Stolen Laptop,Office 19,TRUE,MAN33,None,Public Sector,Halfords Ltd.,China Thurlow  ,Foster Wax  ,27,1.13
07/08/2013,FALSE,21:11,FALSE,Lost Peripheral,Office 3,TRUE,MAN33,Major,HR,Highland Council,Arlena Pierpont  ,Foster Wax  ,245,10.21
30/12/2014,FALSE,02:06,FALSE,Brief Descriptions,Office 19,TRUE,EDI06,Minor,MIS,Scottish Water,Ethan Singer  ,Sterling Raske  ,65,2.71
01/10/2014,FALSE,14:06,TRUE,Stolen USB drive,Office 14,TRUE,STE04,Major,HMRC,Post Office Ltd,Bret Orosz  ,Leonardo Mcclane  ,162,6.75
24/03/2015,FALSE,02:51,FALSE,Stolen RHD,Area 15,FALSE,BSN01,Significant,N&T,Police Service of Northern Ireland,Abel Liss  ,Dewayne Robichaux  ,47,1.96
04/03/2015,FALSE,12:46,TRUE,Lost USB drive,Office 20,TRUE,WAR08,Significant,Public Sector,Dublin City Council,Neta Veres  ,Raymon Currie  ,188,7.83
04/06/2013,FALSE,04:25,FALSE,Lost USB drive,Office 5,TRUE,MAN34,Significant,Marketing,Ford Motor Company ltd,Yasuko Manigault  ,Sterling Raske  ,191,7.96
05/08/2015,FALSE,05:24,FALSE,Stolen USB drive,Area 1,FALSE,SOL20,None,Private Sector,Whitbread Group Plc,Elenore Pentz  ,Pablo Gowers  ,186,7.75
28/05/2015,FALSE,01:58,FALSE,Unsecured PM Document,Office 16,TRUE,STE10,Minor,Public Sector,Whitbread Group Plc,Vance Mcmanis  ,Bob Luthy  ,20,0.83
04/02/2013,FALSE,10:44,TRUE,Stolen RHD,Office 20,TRUE,BRA07,Significant,HMRC,Office for National Statistics,Migdalia Schmitt  ,Raymon Currie  ,217,9.04
22/03/2016,FALSE,13:21,TRUE,Stolen USB drive,Office 17,TRUE,MAN33,Major,ROI,HM Treasury,Darline Goodwill  ,Damion Hope  ,140,5.83
21/06/2015,TRUE,21:33,FALSE,Lost Peripheral,Office 16,TRUE,BSN02,Significant,Business Operations,Environment Agency,Marisa Anchondo  ,Rueben Bosarge  ,78,3.25
30/01/2016,TRUE,18:06,FALSE,Unsecured PM Document,Office 16,TRUE,LON22,None,Private Sector,Electricity Supply Board,Chet Swedberg  ,Mary Clowers  ,80,3.33
20/08/2013,FALSE,10:19,TRUE,Tailgating,Area 4,FALSE,SOL10,Major,Private Sector,UK Border Agency,Fallon Planas  ,Mary Clowers  ,58,2.42
19/07/2015,TRUE,22:03,FALSE,Suspicious Character,Office 20,TRUE,MAN35,None,DNS,Whitbread Group Plc,Gregory Bieber  ,Pasquale Sonntag  ,6,0.25
02/02/2013,TRUE,11:17,FALSE,Stolen RHD,Office 14,TRUE,MAN33,Minor,Public Sector,NI Water,Yasuko Manigault  ,Quinton Claudio  ,8,0.33
08/08/2014,FALSE,18:49,TRUE,Stolen Laptop,Office 16,TRUE,STE04,Significant,MIS,MOD - DFTS,Voncile Mountain  ,Rueben Bosarge  ,86,3.58
07/07/2016,FALSE,19:07,FALSE,Stolen Laptop,Office 2,TRUE,STE10,Minor,HR,NI Water,Candra Snowball  ,Bob Luthy  ,31,1.29
27/03/2013,FALSE,12:48,TRUE,Stolen Desktop,Office 19,TRUE,STE10,Major,MIS,NI Education & Library Boards,Irma Zamorano  ,Dewayne Robichaux  ,78,3.25
07/08/2013,FALSE,01:05,FALSE,Lost Laptop,Office 20,TRUE,BSN01,Major,Business Operations,Environment Agency,Gregory Bieber  ,Octavio Angert  ,118,4.92
05/06/2016,TRUE,01:55,FALSE,Lost RHD,Office 10,TRUE,SOL20,Significant,Marketing,PZ Cussons,Chet Swedberg  ,Rueben Bosarge  ,92,3.83
28/05/2014,FALSE,16:06,TRUE,Unauthorised Access,Office 12,TRUE,BRA07,Major,N&T,Police Service of Northern Ireland,Efrain Hauk  ,Sterling Raske  ,116,4.83
06/07/2016,FALSE,08:49,TRUE,Stolen Desktop,Area 14,FALSE,BSN02,None,HMRC,Reading Borough Council,Wallace Truett  ,Raul Holmquist  ,183,7.63
12/12/2012,FALSE,01:50,FALSE,Lost Peripheral,Office 16,TRUE,MAN35,Major,MIS,Home Group Limited,Jacqueline Schoepp  ,Pablo Gowers  ,107,4.46
11/02/2011,FALSE,15:36,TRUE,Stolen RHD,Office 18,TRUE,MAN34,None,Private Sector,Cabinet Office,Efrain Hauk  ,Dewayne Robichaux  ,141,5.88
04/04/2013,FALSE,00:52,FALSE,Stolen Laptop,Office 4,TRUE,MAN33,None,MIS,NI Education & Library Boards,Stanley Bosch  ,Mitch Landa  ,53,2.21
29/01/2014,FALSE,03:13,FALSE,Staff with no pass,Area 12,FALSE,STE10,Significant,DNS,Police Service of Northern Ireland,Tanner Pecor  ,Jamal Lacross  ,210,8.75
09/05/2017,FALSE,19:04,FALSE,Stolen Desktop,Office 14,TRUE,SOL20,Major,Public Sector,Southeastern,Efrain Hauk  ,Van Fessenden  ,82,3.42
24/09/2011,TRUE,08:45,FALSE,Lost Desktop,Area 3,FALSE,MAN34,None,Marketing,Virgin Money,Santina Mayr  ,Quinton Claudio  ,177,7.38
11/09/2015,FALSE,19:42,FALSE,Lost RHD,Area 7,FALSE,EDI06,Minor,HMRC,HM Treasury,Edmund Dedrick  ,Van Fessenden  ,159,6.63
17/02/2013,TRUE,23:25,FALSE,Stolen Laptop,Office 16,TRUE,STE10,Minor,Other (specify),British American Tobacco Plc,Tanner Pecor  ,Douglass Dill  ,101,4.21
09/05/2015,TRUE,07:14,FALSE,Stolen Desktop,Office 18,TRUE,EDI06,Minor,Public Sector,Post Office Ltd,Jacqueline Schoepp  ,Pablo Gowers  ,35,1.46
30/12/2013,FALSE,16:40,TRUE,Stolen USB drive,Office 12,TRUE,SOL20,None,Marketing,Reading Borough Council,Chantel Lemaire  ,Jamal Lacross  ,39,1.63
24/09/2014,FALSE,15:40,TRUE,Stolen Peripheral,Area 7,FALSE,Unknown,Minor,ROI,Cambridgeshire County Council,Jonathan Wray  ,Quinton Claudio  ,108,4.5
17/11/2013,TRUE,23:30,FALSE,Broken Window,Office 3,TRUE,SOL10,None,HMRC,Primark,Chet Swedberg  ,Quinton Claudio  ,165,6.88
08/10/2014,FALSE,17:25,TRUE,Lost Laptop,Area 8,FALSE,EDI06,Major,HMRC,Office for National Statistics,Chantel Lemaire  ,Pablo Gowers  ,150,6.25
03/05/2015,TRUE,06:44,FALSE,Suspicious Character,Office 19,TRUE,WAR03,Significant,MIS,Balfour Beatty Group Ltd.,Tim Pinckard  ,Damion Hope  ,37,1.54
29/08/2012,FALSE,05:23,FALSE,Tailgating,Canteen,FALSE,BSN01,None,Finance & Strategy,HPC Wales,Stanley Bosch  ,Silas Wand  ,78,3.25
31/03/2013,TRUE,19:11,FALSE,Suspicious Character,Area 16,FALSE,SOL10,None,ROI,PZ Cussons,Wilbur Tienda  ,Lyle Griswold  ,109,4.54
01/07/2015,FALSE,13:21,TRUE,Tailgating,Area 1,FALSE,MAN35,Major,DNS,Ministry of Defence - MoD,Juan Bernett  ,Lyle Griswold  ,99,4.13
28/01/2018,TRUE,23:39,FALSE,Stolen Laptop,Office 18,TRUE,MAN34,None,HR,Post Office Ltd,Marisa Anchondo  ,Leonardo Mcclane  ,66,2.75
27/10/2017,FALSE,01:14,FALSE,Tailgating,Office 9,TRUE,MAN34,None,Finance & Strategy,Whitbread Group Plc,Vivan Truelove  ,Leonardo Mcclane  ,92,3.83
29/01/2016,FALSE,08:37,TRUE,Unsecured PM Document,Office 17,TRUE,STE10,Significant,HMRC,Ministry of Defence - MoD,Arlena Pierpont  ,Raymon Currie  ,108,4.5
10/04/2013,FALSE,19:45,FALSE,Lost Laptop,Office 3,TRUE,STE04,Major,Unknown,Ford Motor Company ltd,Marisa Anchondo  ,Leonardo Mcclane  ,118,4.92
23/10/2015,FALSE,22:53,FALSE,Stolen RHD,Area 1,FALSE,BSN02,None,Public Sector,UK Border Agency,Ursula Bradberry  ,Bob Luthy  ,66,2.75
28/12/2011,FALSE,18:53,TRUE,Stolen Desktop,Office 15,TRUE,MAN35,None,MIS,HM Treasury,Chet Swedberg  ,Raul Holmquist  ,105,4.38
06/12/2013,FALSE,07:15,TRUE,Stolen USB drive,Office 18,TRUE,WAK01,None,ROI,Alliance Boots plc,Yasuko Manigault  ,Sterling Raske  ,138,5.75
19/11/2015,FALSE,23:15,FALSE,Unauthorised Access,Office 19,TRUE,SWN03,None,Public Sector,NI Library Authority,Renato Boos  ,Douglass Dill  ,132,5.5
12/10/2015,FALSE,07:51,TRUE,Stolen Laptop,Office 20,TRUE,STE04,Significant,N&T,Scottish Water,Adele Flower  ,Bob Luthy  ,33,1.38
03/03/2012,TRUE,06:58,FALSE,Lost RHD,Office 17,TRUE,SOL10,Major,TPG,G4S Plc,Suzan Bogert  ,Mary Clowers  ,25,1.04
14/10/2013,FALSE,23:30,FALSE,Stolen Desktop,Office 18,TRUE,SOL20,Significant,Business Operations,G4S Plc,Neta Veres  ,Jamal Lacross  ,147,6.13
26/09/2012,FALSE,19:00,FALSE,Stolen Peripheral,Area 5,FALSE,WAR08,None,TPG,Mercedes-Benz Uk Ltd.,Darline Goodwill  ,Van Fessenden  ,222,9.25
02/08/2015,TRUE,20:22,FALSE,Stolen Peripheral,Area 11,FALSE,SOL10,None,Finance & Strategy,Highland Council,Rodney Bastin  ,Sterling Raske  ,164,6.83
24/10/2016,FALSE,12:44,TRUE,Broken Window,Office 12,TRUE,Unknown,None,MIS,Balfour Beatty Group Ltd.,Candra Snowball  ,Bob Luthy  ,219,9.13
20/09/2015,TRUE,09:54,FALSE,Stolen Peripheral,Office 18,TRUE,SOL10,Minor,HMRC,Post Office Ltd,Suzan Bogert  ,Sterling Raske  ,43,1.79
16/03/2013,TRUE,06:14,FALSE,Stolen Desktop,Office 17,TRUE,MAN34,Minor,MIS,Whitbread Group Plc,Wilbur Tienda  ,Sterling Raske  ,107,4.46
28/06/2015,TRUE,08:23,FALSE,Lost USB drive,Office 3,TRUE,BRA07,Minor,Other (specify),Cabinet Office,Edmund Dedrick  ,Van Fessenden  ,77,3.21
21/05/2014,FALSE,14:20,TRUE,Unauthorised Access,Area 3,FALSE,BRA07,Major,Business Operations,HM Treasury,Lucio Siniard  ,Mitch Landa  ,256,10.67
06/02/2015,FALSE,18:20,TRUE,Lost Desktop,Area 5,FALSE,STE04,None,Unknown,PZ Cussons,Araceli Urena  ,Raul Holmquist  ,16,0.67
29/05/2015,FALSE,05:07,FALSE,Stolen USB drive,Office 3,TRUE,MAN35,None,HR,Environment Agency,Harry Hoke  ,Damion Hope  ,160,6.67
18/10/2015,TRUE,13:06,FALSE,Tailgating,Office 18,TRUE,MAN34,None,Private Sector,Ministry of Defence - MoD,Abel Liss  ,Sterling Raske  ,152,6.33
